entry_time,exit_time,side,entry_price,exit_price,pnl_usd,pnl_jpy,balance,duration_min,exit_reason,k4h_at_entry,k1h_at_entry,k5m_at_entry
2023-11-07 21:50:00,2023-11-07 22:35:00,long,1968.2,1968.26,-0.024,-3.6,102511.15,45.0,5M_DC,29.383518159296177,90.55619071563171,84.98213989521975
2023-11-08 14:20:00,2023-11-08 17:40:00,long,1962.36,1951.53,-1.113,-166.95,102344.2,200.0,SL_or_BE,31.533144754545035,28.83687755793146,13.108055305847893
2023-11-15 03:10:00,2023-11-15 07:35:00,short,1962.8300000000002,1966.5,-0.397,-59.55,102284.65,265.0,5M_GC,82.53940228528369,91.73367669848862,22.424594886345243
2023-11-15 21:20:00,2023-11-15 22:50:00,short,1960.82,1959.17,0.135,20.25,102304.9,90.0,5M_GC,65.64008072282441,26.075949366956632,7.591332978155624
2023-11-22 10:15:00,2023-11-22 10:50:00,short,2004.02,2000.18,0.354,53.1,102358.0,35.0,5M_GC,76.64701916261373,75.57297484619149,7.692307692193727
2023-11-22 11:55:00,2023-11-22 12:40:00,short,2001.77,2000.28,0.119,17.85,102375.85,45.0,5M_GC,73.5184022877771,50.78341013778073,16.81501308400166
2023-11-22 13:15:00,2023-11-22 15:50:00,short,2000.98,1998.36,0.232,34.8,102410.65,155.0,5M_GC,73.5184022877771,42.25333533143561,20.80500844864108
2023-11-22 16:55:00,2023-11-22 17:20:00,short,2001.32,1992.14,0.888,133.2,102543.85,25.0,5M_GC,59.0764935405104,35.73546187394276,8.165733027213987
2023-11-22 18:05:00,2023-11-22 19:00:00,short,1993.8700000000001,1990.58,0.299,44.85,102588.7,55.0,5M_GC,59.0764935405104,19.050875796134203,15.027607908807491
2023-11-27 05:05:00,2023-11-27 13:45:00,short,2010.27,2012.53,-0.256,-38.4,102550.3,520.0,5M_GC,76.428571428284,73.61579524220309,13.933249392925568
2023-11-27 14:20:00,2023-11-27 18:25:00,short,2013.22,2008.72,0.42,63.0,102613.3,245.0,5M_GC,75.30884563188589,34.80816858396328,17.001745045811315
2023-11-30 04:55:00,2023-11-30 05:45:00,short,2045.52,2044.54,0.068,10.2,102623.5,50.0,5M_GC,63.60254902084832,47.04695481463987,20.63900468913919
2023-11-30 21:45:00,2023-12-01 05:05:00,short,2036.18,2040.76,-0.488,-73.2,102550.3,440.0,5M_GC,45.04207830198448,69.93865030603264,17.73049645327372
2023-12-04 05:05:00,2023-12-04 08:15:00,short,2087.0,2086.1,0.06,9.0,102559.3,190.0,5M_GC,43.52929165036462,19.387145857658208,19.477911646194283
2023-12-06 17:05:00,2023-12-06 17:50:00,long,2025.75,2029.6,0.355,53.25,102612.55,45.0,5M_DC,56.966821623739825,53.23955669190135,79.11216493583517
